processed_frame_key,source_frame_key,matched_run_id,video_offset_sec,lens_id,processed_frame_path,manual_car_count,manual_motorcycle_count,manual_auto_rickshaw_count,manual_bus_count,manual_truck_count,manual_bicycle_count,manual_person_count,traffic_density_label,visibility_label,occlusion_level,notes
run_20260223_121418_5341_offsetms_461547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_461547_lens6,run_20260223_121418_5341,461.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_461547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_120453_8329_offsetms_486763_lens6_processed_lens6,run_20260223_120453_8329_offsetms_486763_lens6,run_20260223_120453_8329,486.763,6,outputs/processed_frames/run_20260223_120453_8329/lens6/run_20260223_120453_8329_offsetms_486763_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_521547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_521547_lens6,run_20260223_121418_5341,521.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_521547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_581547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_581547_lens6,run_20260223_121418_5341,581.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_581547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_114432_8289_offsetms_627167_lens6_processed_lens6,run_20260223_114432_8289_offsetms_627167_lens6,run_20260223_114432_8289,627.167,6,outputs/processed_frames/run_20260223_114432_8289/lens6/run_20260223_114432_8289_offsetms_627167_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_114432_8289_offsetms_687167_lens6_processed_lens6,run_20260223_114432_8289_offsetms_687167_lens6,run_20260223_114432_8289,687.167,6,outputs/processed_frames/run_20260223_114432_8289/lens6/run_20260223_114432_8289_offsetms_687167_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_701547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_701547_lens6,run_20260223_121418_5341,701.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_701547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_114432_8289_offsetms_747167_lens6_processed_lens6,run_20260223_114432_8289_offsetms_747167_lens6,run_20260223_114432_8289,747.167,6,outputs/processed_frames/run_20260223_114432_8289/lens6/run_20260223_114432_8289_offsetms_747167_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_761547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_761547_lens6,run_20260223_121418_5341,761.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_761547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_821547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_821547_lens6,run_20260223_121418_5341,821.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_821547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_114432_8289_offsetms_867167_lens6_processed_lens6,run_20260223_114432_8289_offsetms_867167_lens6,run_20260223_114432_8289,867.167,6,outputs/processed_frames/run_20260223_114432_8289/lens6/run_20260223_114432_8289_offsetms_867167_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_881547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_881547_lens6,run_20260223_121418_5341,881.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_881547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_114432_8289_offsetms_927167_lens6_processed_lens6,run_20260223_114432_8289_offsetms_927167_lens6,run_20260223_114432_8289,927.167,6,outputs/processed_frames/run_20260223_114432_8289/lens6/run_20260223_114432_8289_offsetms_927167_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_941547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_941547_lens6,run_20260223_121418_5341,941.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_941547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_114432_8289_offsetms_987167_lens6_processed_lens6,run_20260223_114432_8289_offsetms_987167_lens6,run_20260223_114432_8289,987.167,6,outputs/processed_frames/run_20260223_114432_8289/lens6/run_20260223_114432_8289_offsetms_987167_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1001547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1001547_lens6,run_20260223_121418_5341,1001.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1001547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1061547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1061547_lens6,run_20260223_121418_5341,1061.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1061547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1121547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1121547_lens6,run_20260223_121418_5341,1121.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1121547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1181547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1181547_lens6,run_20260223_121418_5341,1181.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1181547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1241547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1241547_lens6,run_20260223_121418_5341,1241.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1241547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1301547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1301547_lens6,run_20260223_121418_5341,1301.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1301547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1361547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1361547_lens6,run_20260223_121418_5341,1361.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1361547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1421547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1421547_lens6,run_20260223_121418_5341,1421.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1421547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1481547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1481547_lens6,run_20260223_121418_5341,1481.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1481547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1541547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1541547_lens6,run_20260223_121418_5341,1541.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1541547_lens6_processed_lens6.jpg,,,,,,,,,,,
run_20260223_121418_5341_offsetms_1601547_lens6_processed_lens6,run_20260223_121418_5341_offsetms_1601547_lens6,run_20260223_121418_5341,1601.547,6,outputs/processed_frames/run_20260223_121418_5341/lens6/run_20260223_121418_5341_offsetms_1601547_lens6_processed_lens6.jpg,,,,,,,,,,,
